Date,Open,High,Low,Close,Volume,RSI,Overbought,Oversold,Signal,Reversal
2025-03-24 11:10:00,486.9,487.51,486.9,487.45,14381.0,72.01468784888914,True,False,Sell,False
2025-03-24 11:25:00,487.42,487.52,487.21,487.5,6133.0,71.637416196198,True,False,Sell,False
2025-03-24 13:00:00,488.18,488.45,488.02,488.4,45703.0,70.30085634163285,True,False,Sell,False
2025-03-25 08:10:00,489.6,489.65,489.33,489.33,7677.0,26.85790318313978,False,True,Buy,False
2025-03-25 08:25:00,489.26,489.35,488.97,488.97,3313.0,29.532461916225017,False,True,Buy,False
2025-03-25 10:40:00,490.48,490.69,490.34,490.69,5333.0,72.42362287239241,True,False,Sell,False
2025-03-25 10:55:00,490.65,490.73,490.65,490.73,2639.0,70.56407192928127,True,False,Sell,False
2025-03-25 11:30:00,490.98,491.13,490.82,491.13,9916.0,70.73947895660676,True,False,Sell,False
2025-03-25 11:40:00,491.1,491.32,491.1,491.21,6003.0,71.0118113891682,True,False,Sell,False
2025-03-25 20:00:00,493.46,493.77,493.4,493.76,276512.0,71.45165159097083,True,False,Sell,False
2025-03-26 08:00:00,493.28,494.0,493.09,493.12,5297.0,26.68129185669274,False,True,Buy,False
2025-03-26 09:55:00,492.26,492.35,492.16,492.16,5673.0,29.948809002453842,False,True,Buy,False
2025-03-26 13:30:00,492.3,492.81,491.69,492.04,693462.0,29.538200813159524,False,True,Buy,False
2025-03-26 13:50:00,491.31,491.52,490.37,490.755,660474.0,26.204034564580567,False,True,Buy,False
2025-03-26 15:50:00,487.64,487.71,486.46,486.79,685285.0,25.903139333792026,False,True,Buy,False
2025-03-26 16:55:00,485.46,485.49,484.78,484.9401,400788.0,27.662923679932035,False,True,Buy,False
2025-03-26 17:15:00,485.21,485.28,484.56,484.65,493670.0,27.975789789754803,False,True,Buy,False
2025-03-26 17:30:00,484.67,484.7346,483.96,484.0,378096.0,26.066034997655134,False,True,Buy,False
2025-03-26 18:50:00,483.25,483.4009,483.06,483.24,198300.0,29.79911017081176,False,True,Buy,False
2025-03-26 22:15:00,482.8,482.89,482.0,482.1,40651.0,29.414801383550962,False,True,Buy,False
2025-03-27 11:25:00,482.98,483.03,482.52,482.64,18098.0,29.244675145711007,False,True,Buy,False
2025-03-27 13:30:00,482.41,483.4,481.17,481.67,1287792.0,25.69016068616026,False,True,Buy,False
2025-03-27 23:05:00,481.05,481.05,480.74,480.76,7424.0,27.992909788387276,False,True,Buy,False
2025-03-28 08:00:00,478.64,479.26,478.44,479.26,34719.0,20.680865094006258,False,True,Buy,False
2025-03-28 13:00:00,478.63,478.76,478.43,478.43,48421.0,28.68018479781384,False,True,Buy,False
2025-03-28 14:05:00,478.065,478.14,475.83,476.1095,1608173.0,29.942113614218826,False,True,Buy,False
2025-03-28 15:20:00,472.01,472.3,471.33,471.49,263958.0,28.15938294847225,False,True,Buy,False
2025-03-28 16:15:00,471.115,471.2,469.8001,469.82,494034.0,28.67593842959169,False,True,Buy,False
2025-03-28 17:05:00,469.5241,469.6,468.9001,468.9299,433131.0,29.184200726714604,False,True,Buy,False
2025-03-28 20:50:00,467.27,467.28,466.92,466.9599,42518.0,29.68591056855744,False,True,Buy,False
2025-03-31 08:00:00,464.66,464.66,462.96,463.6,31245.0,10.59247399700698,False,True,Buy,False
2025-03-31 11:25:00,461.93,461.99,461.25,461.35,55303.0,27.986036728186775,False,True,Buy,False
2025-03-31 13:30:00,461.92,462.52,458.24,458.68,2390233.0,20.1780684434478,False,True,Buy,False
2025-03-31 13:40:00,459.58,459.68,458.0,458.0001,1714555.0,24.442299825266105,False,True,Buy,False
2025-03-31 22:10:00,467.26,467.26,466.22,466.37,32647.0,29.4637283897423,False,True,Buy,False
2025-04-01 08:25:00,468.56,469.08,468.54,468.97,6678.0,72.26979785401127,True,False,Sell,False
2025-04-01 08:50:00,469.09,469.37,469.09,469.37,2121.0,71.08031910751853,True,False,Sell,False
2025-04-01 09:15:00,469.32,469.77,469.32,469.76,6114.0,72.01799634760265,True,False,Sell,False
2025-04-01 09:30:00,469.73,470.12,469.72,469.99,21115.0,72.5477874469772,True,False,Sell,False
2025-04-01 10:30:00,467.5,467.58,466.38,467.1,49382.0,27.47042622950767,False,True,Buy,False
2025-04-01 11:35:00,466.5,466.53,465.68,465.79,67196.0,25.64354084959925,False,True,Buy,False
2025-04-01 14:55:00,470.04,470.65,469.49,470.5502,472320.0,70.08688261809519,True,False,Sell,False
2025-04-01 15:45:00,471.92,472.55,471.87,472.475,366668.0,70.44323777241033,True,False,Sell,False
2025-04-01 16:15:00,472.84,473.5,472.6501,473.3,287007.0,70.79113594875446,True,False,Sell,False
2025-04-01 19:50:00,471.74,472.92,471.41,472.815,915111.0,70.12377094865072,True,False,Sell,False
2025-04-01 22:10:00,473.27,474.79,473.27,473.84,55304.0,75.47510539611395,True,False,Sell,False
2025-04-02 08:00:00,471.0,471.42,470.52,470.7,16492.0,21.10494287944922,False,True,Buy,False
2025-04-02 10:00:00,470.56,470.7,469.25,469.87,38131.0,27.991933293902633,False,True,Buy,False
2025-04-02 10:30:00,469.8,469.95,469.66,469.66,8257.0,29.554297749795705,False,True,Buy,False
2025-04-02 11:00:00,469.54,469.7,468.97,469.1,46035.0,27.396916503864436,False,True,Buy,False
2025-04-02 12:00:00,469.37,472.23,467.8,468.02,144227.0,25.92415301413507,False,True,Buy,False
2025-04-02 12:15:00,467.87,468.13,467.36,467.67,39301.0,29.57614034349016,False,True,Buy,False
2025-04-02 13:25:00,466.33,466.44,465.92,466.06,54733.0,29.54420073578555,False,True,Buy,True
2025-04-02 13:45:00,470.96,471.91,470.79,471.85,541118.0,72.88199312698748,True,False,Sell,False
2025-04-02 14:00:00,470.95,473.11,470.56,472.95,706293.0,72.6686955842129,True,False,Sell,False
2025-04-02 16:25:00,476.08,476.63,475.74,476.58,598456.0,71.70810370213512,True,False,Sell,False
2025-04-02 16:45:00,476.765,477.81,476.36,477.73,427312.0,73.88669343269456,True,False,Sell,False
2025-04-02 18:25:00,473.72,474.09,472.866,472.866,336667.0,27.350613361543846,False,True,Buy,False
2025-04-02 20:10:00,476.05,481.75,474.88,481.0,696299.0,74.96275522398561,True,False,Sell,False
2025-04-02 20:30:00,467.84,468.71,465.99,466.86,1073912.0,29.38884466096269,False,True,Buy,False
2025-04-02 21:05:00,462.96,462.96,461.99,461.99,198677.0,29.60787975931783,False,True,Buy,False
2025-04-02 21:45:00,460.16,460.19,459.03,459.436,139487.0,29.88331299094065,False,True,Buy,False
2025-04-02 21:55:00,459.52,459.62,458.0,458.23,142243.0,28.146567996403007,False,True,Buy,False
2025-04-02 22:35:00,456.33,457.48,456.0,456.02,78773.0,29.687437937308637,False,True,Buy,False
2025-04-03 12:45:00,456.16,456.16,455.06,455.31,97865.0,28.736919749770166,False,True,Buy,False
2025-04-03 12:55:00,455.45,455.47,454.55,454.63,113324.0,26.863753149155723,False,True,Buy,False
2025-04-03 19:25:00,452.17,452.62,451.49,451.69,599243.0,29.60747782529298,False,True,Buy,False
2025-04-03 20:25:00,450.27,450.27,449.21,449.22,176380.0,27.802968939185202,False,True,Buy,False
2025-04-04 10:10:00,445.6,445.78,444.0,444.5,81517.0,27.406269219180107,False,True,Buy,False
2025-04-04 11:05:00,437.73,438.21,435.8,436.41,182269.0,29.71387665231358,False,True,Buy,False
2025-04-04 14:45:00,430.58,438.0,427.47,427.5,2409886.0,26.58564210456606,False,True,Buy,True
2025-04-07 08:00:00,402.67,407.12,400.0,407.02,181949.0,8.292032951986132,False,True,Buy,False
2025-04-07 13:40:00,406.44,407.12,402.39,404.385,3905507.0,27.148953488722064,False,True,Buy,True
2025-04-07 14:10:00,416.6,437.36,416.46,433.49,8806235.0,78.53442324273699,True,False,Sell,True
2025-04-07 23:10:00,429.0,429.12,428.8,429.11,28342.0,70.23134017760619,True,False,Sell,False
2025-04-08 08:00:00,431.25,432.0,431.22,431.58,41317.0,76.5987042511396,True,False,Sell,False
2025-04-08 11:35:00,431.47,433.47,431.31,432.96,198551.0,72.85945357624567,True,False,Sell,False
2025-04-08 13:10:00,435.9,437.01,435.44,436.76,359166.0,70.44505611862904,True,False,Sell,False
2025-04-08 13:50:00,437.18,440.06,436.84,439.75,1552534.0,70.37951591462617,True,False,Sell,False
2025-04-08 14:35:00,442.0085,442.52,441.06,442.245,868455.0,70.39973705761867,True,False,Sell,True
2025-04-08 16:35:00,430.39,431.2,427.551,428.02,1631489.0,27.468178782585827,False,True,Buy,False
2025-04-08 16:55:00,428.26,429.5746,426.2005,426.38,935136.0,28.39934538939591,False,True,Buy,False
2025-04-08 17:05:00,427.0499,428.06,424.26,424.48,1265541.0,26.71276913063344,False,True,Buy,False
2025-04-08 17:20:00,425.26,425.68,423.88,424.64,691633.0,29.168984073773583,False,True,Buy,False
2025-04-08 19:05:00,419.35,419.89,417.191,417.32,1324565.0,29.426244969497453,False,True,Buy,False
2025-04-08 19:35:00,415.06,415.06,411.3,411.87,1501836.0,25.98191936088953,False,True,Buy,False
2025-04-08 22:15:00,413.03,413.03,411.61,411.94,143981.0,28.783716067058972,False,True,Buy,False
2025-04-08 23:15:00,410.14,410.34,408.56,409.4,102216.0,27.86113628601281,False,True,Buy,False
2025-04-08 23:40:00,408.91,409.16,407.84,407.84,29955.0,28.85941023638432,False,True,Buy,False
2025-04-09 08:00:00,418.66,420.53,417.99,418.1,87879.0,70.55784378511369,True,False,Sell,False
2025-04-09 13:35:00,417.09,421.06,416.15,421.06,1785211.0,71.3405226534697,True,False,Sell,False
2025-04-09 14:00:00,421.31,424.94,421.19,423.17,1669552.0,70.32976195392742,True,False,Sell,True
2025-04-09 17:00:00,423.36,427.5,423.18,427.21,1678408.0,71.68436135627206,True,False,Sell,True
2025-04-09 17:15:00,424.88,435.49,420.5,434.33,3859345.0,75.67728460912339,True,False,Sell,False
2025-04-09 19:15:00,459.24,460.45,457.55,460.43,1450726.0,71.02429688312407,True,False,Sell,False
2025-04-09 20:55:00,466.65,467.3037,466.55,467.3037,92414.0,71.41270278462635,True,False,Sell,False
2025-04-10 08:00:00,458.61,460.0,456.21,456.81,244319.0,16.385937285342322,False,True,Buy,False
2025-04-10 15:40:00,444.77,445.88,443.95,444.25,918002.0,29.927761898633165,False,True,Buy,False
2025-04-10 15:55:00,444.0383,444.39,440.8015,441.32,1131029.0,25.46179803180672,False,True,Buy,False
2025-04-11 09:55:00,449.03,450.35,448.95,450.23,46479.0,70.91526169466525,True,False,Sell,False
2025-04-11 16:40:00,452.27,453.2,451.66,452.9175,484314.0,70.2438464544533,True,False,Sell,False
2025-04-14 08:00:00,462.66,463.03,461.22,463.03,52919.0,93.7425690790546,True,False,Sell,False
2025-04-14 11:05:00,462.229,462.49,462.0,462.34,35359.0,70.66831632970975,True,False,Sell,False
2025-04-14 13:20:00,464.2,464.44,463.9994,464.44,39464.0,71.66955039777788,True,False,Sell,False
2025-04-14 15:35:00,458.49,458.64,456.2725,456.42,506607.0,29.445461014969055,False,True,Buy,False
2025-04-14 15:45:00,457.19,457.21,454.51,454.6501,766761.0,27.485319081497366,False,True,Buy,False
2025-04-14 15:55:00,455.17,456.11,454.7501,454.7501,512244.0,29.456690704425643,False,True,Buy,False
2025-04-14 19:10:00,460.75,461.14,460.37,460.98,320410.0,70.29756281027512,True,False,Sell,False
2025-04-14 20:20:00,456.05,456.15,454.59,455.07,195572.0,28.00317030366141,False,True,Buy,False
2025-04-14 22:55:00,455.01,455.01,454.37,454.4599,9878.0,29.717399412577954,False,True,Buy,False
2025-04-15 08:00:00,459.16,459.65,458.16,458.2,37202.0,71.48450342248569,True,False,Sell,False
2025-04-15 11:45:00,457.17,457.21,456.27,456.27,31283.0,26.628475952580505,False,True,Buy,False
2025-04-15 11:55:00,456.53,456.75,456.02,456.21,9304.0,28.62110098466259,False,True,Buy,False
2025-04-15 12:25:00,455.63,455.75,454.97,455.57,31212.0,29.35881275384257,False,True,Buy,False
2025-04-15 13:35:00,459.2759,460.5471,458.25,460.33,501822.0,75.33313503684707,True,False,Sell,False
2025-04-15 14:05:00,460.78,461.65,460.43,461.1,776924.0,70.92187190067561,True,False,Sell,True
2025-04-15 21:35:00,456.3,456.35,455.65,455.8,35953.0,29.92816227994264,False,True,Buy,False
2025-04-15 22:50:00,453.05,453.051,452.5,452.79,21060.0,29.55074639108678,False,True,Buy,False
2025-04-15 23:10:00,452.67,452.7,452.02,452.35,13954.0,29.057925633602984,False,True,Buy,False
2025-04-15 23:20:00,452.33,452.41,452.09,452.2,14395.0,29.325057269118062,False,True,Buy,False
2025-04-16 08:00:00,447.82,448.28,447.34,447.63,28024.0,15.427968318563892,False,True,Buy,False
2025-04-16 13:25:00,449.53,449.79,448.75,448.98,93015.0,26.554372248171095,False,True,Buy,False
2025-04-16 13:55:00,448.26,448.98,447.53,447.56,682382.0,28.842555997321988,False,True,Buy,False
2025-04-16 17:40:00,445.91,445.91,444.46,444.9362,780695.0,28.446197235684192,False,True,Buy,False
2025-04-16 18:15:00,443.54,443.74,442.1732,442.5898,384089.0,29.182822208005557,False,True,Buy,False
2025-04-16 18:35:00,442.81,442.84,441.41,441.51,960462.0,29.392343837861755,False,True,Buy,False
2025-04-17 08:00:00,450.08,450.08,449.22,449.51,18690.0,75.74475631744413,True,False,Sell,False
2025-04-17 14:25:00,443.7,444.01,442.7,442.8013,888947.0,27.617823687556967,False,True,Buy,False
2025-04-21 08:00:00,438.92,440.0,438.68,439.71,59391.0,12.750541820095798,False,True,Buy,False
2025-04-21 11:20:00,438.63,438.72,437.22,437.42,41185.0,28.56635630138985,False,True,Buy,False
2025-04-21 13:55:00,436.47,436.51,434.97,434.9899,845890.0,28.4463405598072,False,True,Buy,False
2025-04-21 15:30:00,431.95,432.21,431.13,431.16,428479.0,28.353524479008467,False,True,Buy,False
2025-04-21 17:00:00,430.17,430.64,429.03,429.2,599135.0,29.992546266410244,False,True,Buy,False
2025-04-21 17:45:00,428.9058,429.08,428.27,428.28,312318.0,26.67378060275127,False,True,Buy,False
2025-04-21 19:45:00,431.445,431.94,431.01,431.85,708456.0,70.17353046558951,True,False,Sell,False
2025-04-21 20:05:00,432.8,433.36,432.51,433.2,661866.0,72.44367601725276,True,False,Sell,False
2025-04-21 23:45:00,433.11,434.45,432.9197,434.45,34223.0,72.0975807509105,True,False,Sell,False
2025-04-22 09:25:00,437.55,438.01,437.55,438.01,5650.0,70.40282808790336,True,False,Sell,False
2025-04-22 12:55:00,438.12,438.5,437.93,438.5,41315.0,70.74947677743242,True,False,Sell,False
2025-04-22 13:40:00,438.9,440.29,438.72,440.28,999206.0,71.60223163747018,True,False,Sell,False
2025-04-22 13:55:00,440.505,441.31,440.02,441.27,764839.0,72.70219407489276,True,False,Sell,False
2025-04-22 14:20:00,441.49,442.4,441.46,442.28,375476.0,72.13555194453657,True,False,Sell,False
2025-04-22 14:35:00,442.085,442.77,441.8,442.722,541209.0,72.19042986167362,True,False,Sell,False
2025-04-22 16:00:00,444.35,446.06,444.35,445.29,1370500.0,70.7596275459566,True,False,Sell,False
2025-04-22 17:25:00,442.185,444.05,441.15,441.42,1112918.0,29.902697532102344,False,True,Buy,False
2025-04-22 17:45:00,441.98,442.1,440.69,440.765,340903.0,29.877785247510378,False,True,Buy,False
2025-04-22 21:20:00,445.28,448.37,444.8945,448.06,222608.0,79.28855015651133,True,False,Sell,False
2025-04-22 22:50:00,453.26,453.66,453.07,453.66,76856.0,70.5701783652899,True,False,Sell,False
2025-04-23 08:10:00,454.39,455.15,454.38,455.15,21851.0,72.86596753060354,True,False,Sell,False
2025-04-23 08:30:00,454.96,455.45,454.96,455.31,20009.0,71.64938115154888,True,False,Sell,False
2025-04-23 10:35:00,456.41,456.64,456.29,456.58,11623.0,70.64014318675034,True,False,Sell,False
2025-04-23 12:55:00,458.25,458.75,458.22,458.6,74170.0,71.50380367854902,True,False,Sell,False
2025-04-23 13:40:00,459.24,461.15,458.86,460.22,1518864.0,74.71023880900833,True,False,Sell,False
2025-04-23 14:30:00,461.82,462.87,461.63,462.66,659383.0,71.0080901359656,True,False,Sell,False
2025-04-23 15:45:00,456.73,457.15,454.92,454.9301,693385.0,25.71893940238569,False,True,Buy,False
2025-04-23 16:15:00,455.29,455.45,453.93,453.95,399184.0,28.590271849398714,False,True,Buy,False
2025-04-23 22:05:00,454.18,454.2,453.32,453.3699,32703.0,29.46567777536676,False,True,Buy,False
2025-04-24 08:00:00,451.74,452.28,451.47,452.22,22405.0,26.919069383736176,False,True,Buy,False
2025-04-24 10:40:00,453.41,454.16,453.41,454.16,19447.0,72.12261704913426,True,False,Sell,False
2025-04-24 12:15:00,454.89,455.33,454.881,455.26,50447.0,70.69239576389158,True,False,Sell,False
2025-04-24 12:35:00,455.12,456.08,455.01,456.08,87017.0,71.27538481270813,True,False,Sell,False
2025-04-24 13:35:00,456.75,457.22,455.83,457.16,715013.0,72.24057134469886,True,False,Sell,False
2025-04-24 15:50:00,463.6401,464.515,463.27,464.41,344287.0,72.08316181349505,True,False,Sell,False
2025-04-24 18:35:00,466.715,467.05,466.69,467.0205,273190.0,71.07961187153812,True,False,Sell,False
2025-04-24 21:50:00,469.7415,469.87,469.7101,469.85,40814.0,70.17610308371273,True,False,Sell,False
2025-04-25 10:30:00,467.2,467.61,466.26,466.67,44763.0,26.204269686850335,False,True,Buy,False
2025-04-25 16:40:00,470.48,470.94,470.44,470.895,292173.0,71.96690872301761,True,False,Sell,False
2025-04-25 17:05:00,471.18,471.69,471.12,471.62,411788.0,72.69666852372102,True,False,Sell,False
2025-04-28 08:00:00,470.22,471.32,470.0,471.13,21140.0,22.721543130706085,False,True,Buy,False
2025-04-28 13:20:00,473.34,473.5,473.21,473.36,36146.0,70.34156053855313,True,False,Sell,False
2025-04-28 15:25:00,468.36,468.36,467.28,467.45,634135.0,27.39762928349169,False,True,Buy,False
2025-04-28 19:00:00,470.18,470.94,470.0,470.84,291870.0,70.02722786913498,True,False,Sell,False
2025-04-28 23:50:00,472.29,472.4605,472.28,472.4605,4621.0,70.28264231709187,True,False,Sell,False
2025-04-29 08:25:00,473.43,473.67,473.43,473.63,4611.0,70.05558549674203,True,False,Sell,False
2025-04-29 08:40:00,473.68,473.97,473.67,473.93,5676.0,71.70899526003092,True,False,Sell,False
2025-04-29 10:45:00,472.37,472.4,470.7,471.23,45647.0,29.188104794735064,False,True,Buy,False
2025-04-29 13:00:00,470.72,470.72,469.16,469.2,212434.0,28.607905474097073,False,True,Buy,False
2025-04-30 11:50:00,472.57,472.57,472.3,472.35,5635.0,28.375884523653514,False,True,Buy,False
2025-04-30 12:05:00,472.5,472.5,471.93,472.019,49804.0,28.6782240595681,False,True,Buy,False
2025-04-30 13:35:00,467.0,467.22,464.5,464.539,930437.0,21.252899581462497,False,True,Buy,False
2025-04-30 19:50:00,473.92,476.32,473.74,475.83,1519970.0,73.64996206425062,True,False,Sell,False
2025-04-30 22:00:00,479.71,481.34,479.55,480.84,228824.0,70.34419043777919,True,False,Sell,False
2025-05-01 08:00:00,483.0,483.37,482.75,482.82,15631.0,70.47772863086925,True,False,Sell,False
2025-05-01 08:25:00,482.91,483.23,482.74,483.19,5540.0,70.01122478339563,True,False,Sell,False
2025-05-01 08:40:00,483.2,483.38,483.2,483.38,4070.0,71.17113815182717,True,False,Sell,False
2025-05-01 09:15:00,483.85,483.95,483.76,483.89,7652.0,70.77904169593407,True,False,Sell,False
2025-05-01 09:35:00,484.21,484.42,484.11,484.17,9070.0,70.20011442515525,True,False,Sell,False
2025-05-01 15:15:00,486.4503,487.18,486.26,486.91,1318478.0,71.71874978690573,True,False,Sell,False
2025-05-01 19:55:00,482.83,483.1,480.74,481.19,2620491.0,28.72767807824949,False,True,Buy,False
2025-05-01 20:40:00,479.57,479.61,478.7104,478.7104,230063.0,27.70322784074359,False,True,Buy,False
2025-05-02 08:00:00,481.99,482.96,481.39,481.82,35250.0,71.7791708824875,True,False,Sell,False
2025-05-02 12:30:00,483.19,485.45,483.0,484.8283,308773.0,77.58134432545899,True,False,Sell,False
